cost_rate,n_epochs,n_steps,n_paths,strategy,entropic_risk,mean_loss,std_loss,mean_total_cost,mean_turnover
0.0,800,30,4000,deep_hedge,3.26723510341181,2.2827394399934806,0.6670025069219682,0.0,2.5459609443544347
0.0,800,30,4000,bs_delta,3.407190956793273,2.2845426166922613,0.3559846053073006,0.0,2.7137850216576194
0.0,800,30,4000,no_hedge,23.6014715394747,2.2746190978859655,3.448256858395016,0.0,0.0
0.01,800,30,4000,deep_hedge,6.056209878051157,4.232324847130658,0.8813085886701592,1.9511357496070385,1.9410847413046308
0.01,800,30,4000,bs_delta,8.061736295124287,5.0197262414526165,0.9012207924106262,2.735183624760354,2.7137850216576194
0.01,800,30,4000,no_hedge,23.6014715394747,2.2746190978859655,3.448256858395016,0.0,0.0
0.03,800,30,4000,deep_hedge,10.039004586996036,7.48956246826803,1.0892278253504208,5.210526208151893,1.7295541143643618
0.03,800,30,4000,bs_delta,18.06908008591221,10.490093490973319,2.4184946142863626,8.20555087428106,2.7137850216576194
0.03,800,30,4000,no_hedge,23.6014715394747,2.2746190978859655,3.448256858395016,0.0,0.0
